l_ukrainian:
 FAVORSGAINED_TITLE: "Накопичено прихильність"
 DECGRANTFREECITYWITHUS_LOG: "Держава $RECIPIENT$ відхилила нашу вимогу стати вільним містом в Імперії."
 DECGRANTFREECITYWITHUS_BTN1: "З дурнями вести розмову - віяти полову"
 DECGRANTFREECITYWITHUS_BTN2: "З дурнями вести розмову - віяти полову"
 DECGRANTFREECITYWITHUS_BTN3: "Перейти"
 DECGRANTFREECITYWITHUS_MAP: ""
 DECGRANTFREECITYWITHOTHER_TITLE: "Відхилено статус вільного міста" 
 DECGRANTFREECITYWITHOTHER_SETUP: "Інша держава відхилила пропозицію статусу вільного міста"
 DECGRANTFREECITYWITHOTHER_HEADER: "Вісник держави"
 DECGRANTFREECITYWITHOTHER_1: "$RECIPIENT$"
 DECGRANTFREECITYWITHOTHER_2: "Вони"
 DECGRANTFREECITYWITHOTHER_3: "відхилила пропозицію держави $ACTOR$, яка володіє"
 DECGRANTFREECITYWITHOTHER_4: "титулом імператора,"
 DECGRANTFREECITYWITHOTHER_5: "зробити їх вільним містом"
 DECGRANTFREECITYWITHOTHER_6: "Дисгармонія панує в Імперії..."
 DECGRANTFREECITYWITHOTHER_LOG: "Держава $RECIPIENT$ відхилила пропозицію держави $ACTOR$ стати вільним містом."
 DECGRANTFREECITYWITHOTHER_BTN1: "Вони носять голови тільки для шапки"
 DECGRANTFREECITYWITHOTHER_BTN2: "Вони носять голови тільки для шапки"
 DECGRANTFREECITYWITHOTHER_BTN3: "Перейти"  
 WE_LOST_FREECITY_TITLE: "Статус вільного міста втрачено" 
 WE_LOST_FREECITY_SETUP: "Імператор позбавив нас статусу вільного міста"
 WE_LOST_FREECITY_HEADER: "$MESSENGER$"
 WE_LOST_FREECITY_1: "Наші права скасовано"
 WE_LOST_FREECITY_2: "Наш статус вільного міста був відкликаний державою"
 WE_LOST_FREECITY_3: "$ACTOR$"
 WE_LOST_FREECITY_4: "Цей виродок імператор дорого за це заплатить"
 WE_LOST_FREECITY_5: "коли прийде час розплати."
 WE_LOST_FREECITY_6: ""
 WE_LOST_FREECITY_LOG: "Наш статус вільного міста було скасовано державою $ACTOR$."
 WE_LOST_FREECITY_BTN1: "Хто не відомстить - за того Бог не відомстить"
 WE_LOST_FREECITY_BTN2: "Хто не відомстить - за того Бог не відомстить"
 WE_LOST_FREECITY_BTN3: "Перейти"
 WE_LOST_FREECITY_MAP: ""
 OTHER_LOST_FREECITY_TITLE: "Статус вільного міста втрачено" 
 OTHER_LOST_FREECITY_SETUP: "Імператор позбавив статусу вільного міста іншу державу"
 OTHER_LOST_FREECITY_HEADER: "Вісник держави"
 OTHER_LOST_FREECITY_1: "$RECIPIENT$"
 OTHER_LOST_FREECITY_2: "Ми отримали повідомлення, що держава"
 OTHER_LOST_FREECITY_3: "$RECIPIENT$"
 OTHER_LOST_FREECITY_4: "більше не є вільним містом, тому що"
 OTHER_LOST_FREECITY_5: "держава $ACTOR$"
 OTHER_LOST_FREECITY_6: "скасувала цей статус."
 OTHER_LOST_FREECITY_LOG: "Держава $RECIPIENT$ дізналася, що її статус вільного міста було скасовано державою $ACTOR$."
 OTHER_LOST_FREECITY_BTN1: "Любиш горішки, люби й насмішки"
 OTHER_LOST_FREECITY_BTN2: "Любиш горішки, люби й насмішки"
 OTHER_LOST_FREECITY_BTN3: "Перейти"
 OTHER_LOST_FREECITY_MAP: ""
 DEMANDUNLAWFULTERRITORYWITHUS_TITLE: "Повернення незаконних територій"
 DEMANDUNLAWFULTERRITORYWITHUS_SETUP: "Держава погоджується повернути нам незаконно захоплену провінцію"
 DEMANDUNLAWFULTERRITORYWITHUS_HEADER: "Вісник держави"
 DEMANDUNLAWFULTERRITORYWITHUS_1: "$RECIPIENT$"
 DEMANDUNLAWFULTERRITORYWITHUS_2: "повідомляє, що вони"
 DEMANDUNLAWFULTERRITORYWITHUS_3: "погодилися повернути на нашому вимогу"
 DEMANDUNLAWFULTERRITORYWITHUS_4: "незаконно захоплену провінцію."
 DEMANDUNLAWFULTERRITORYWITHUS_5: "Провінція $PROVINCE$ відтепер належить державі"
 DEMANDUNLAWFULTERRITORYWITHUS_6: "$TAKER$."
 DEMANDUNLAWFULTERRITORYWITHUS_LOG: "Держава $RECIPIENT$ повертає незаконно захоплену провінцію $PROVINCE$ державі $TAKER$."
 DEMANDUNLAWFULTERRITORYWITHUS_BTN1: "Гаразд"
 DEMANDUNLAWFULTERRITORYWITHUS_BTN2: "Гаразд"
 DEMANDUNLAWFULTERRITORYWITHUS_BTN3: "Перейти"
 DEMANDUNLAWFULTERRITORYWITHUS_MAP: ""
 WEACCDEMANDUNLAWFULTERRITORY_TITLE: "Повернення незаконних територій"
 WEACCDEMANDUNLAWFULTERRITORY_SETUP: "Ми погоджуємося повернути незаконно захоплену провінцію"
 WEACCDEMANDUNLAWFULTERRITORY_HEADER: "$MESSENGER$"
 WEACCDEMANDUNLAWFULTERRITORY_1: "Ми прийняли вимоги держави $ACTOR$"
 WEACCDEMANDUNLAWFULTERRITORY_2: "Провінція $PROVINCE$ відтепер належить державі"
 WEACCDEMANDUNLAWFULTERRITORY_3: "$TAKER$"
 WEACCDEMANDUNLAWFULTERRITORY_4: ""
 WEACCDEMANDUNLAWFULTERRITORY_5: ""
 WEACCDEMANDUNLAWFULTERRITORY_6: ""
 WEACCDEMANDUNLAWFULTERRITORY_LOG: "Ми погодилися передати незаконно захоплену провінцію $PROVINCE$ державі $TAKER$."
 WEACCDEMANDUNLAWFULTERRITORY_BTN1: "Гаразд"
 WEACCDEMANDUNLAWFULTERRITORY_BTN2: "Гаразд"
 WEACCDEMANDUNLAWFULTERRITORY_BTN3: "Перейти"
 WEACCDEMANDUNLAWFULTERRITORY_MAP: ""
 DEMANDUNLAWFULTERRITORYWITHOTHER_TITLE: "Повернення незаконних територій"
 DEMANDUNLAWFULTERRITORYWITHOTHER_SETUP: "Держава погоджується повернути незаконно захоплену провінцію за вимогою імператора"
 DEMANDUNLAWFULTERRITORYWITHOTHER_HEADER: "Вісник держави"
 DEMANDUNLAWFULTERRITORYWITHOTHER_1: "$RECIPIENT$"
 DEMANDUNLAWFULTERRITORYWITHOTHER_2: "повідомляє, що вони"
 DEMANDUNLAWFULTERRITORYWITHOTHER_3: "прийняли вимогу імператора Священної Римської Імперії,"
 DEMANDUNLAWFULTERRITORYWITHOTHER_4: "правителя держави $ACTOR$"
 DEMANDUNLAWFULTERRITORYWITHOTHER_5: "і повернули незаконно захоплену провінцію."
 DEMANDUNLAWFULTERRITORYWITHOTHER_6: "Провінція $PROVINCE$ відтепер належить державі $TAKER$"
 DEMANDUNLAWFULTERRITORYWITHOTHER_LOG: "Держава $RECIPIENT$ погодилася повернути незаконно захоплену провінцію $PROVINCE$."
 DEMANDUNLAWFULTERRITORYWITHOTHER_BTN1: "Гаразд"
 DEMANDUNLAWFULTERRITORYWITHOTHER_BTN2: "Гаразд"
 DEMANDUNLAWFULTERRITORYWITHOTHER_BTN3: "Перейти"
 DEMANDUNLAWFULTERRITORYWITHOTHER_MAP: ""
 DECDEMANDUNLAWFULTERRITORYWITHUS_TITLE: "Відмова повертати незаконні території"
 DECDEMANDUNLAWFULTERRITORYWITHUS_SETUP: "Держава відмовляється повернути нам незаконно захоплену провінцію"
 DECDEMANDUNLAWFULTERRITORYWITHUS_HEADER: "Вісник держави"
 DECDEMANDUNLAWFULTERRITORYWITHUS_1: "$RECIPIENT$"
 DECDEMANDUNLAWFULTERRITORYWITHUS_2: "повідомляє, що вони"
 DECDEMANDUNLAWFULTERRITORYWITHUS_3: "відмовилися повернути на нашу вимогу"
 DECDEMANDUNLAWFULTERRITORYWITHUS_4: "незаконно захоплену провінцію"
 DECDEMANDUNLAWFULTERRITORYWITHUS_5: "$PROVINCE$"
 DECDEMANDUNLAWFULTERRITORYWITHUS_6: ""
 DECDEMANDUNLAWFULTERRITORYWITHUS_LOG: "Держава $RECIPIENT$ відмовилася повернути нам незаконно захоплену провінцію $PROVINCE$."
 DECDEMANDUNLAWFULTERRITORYWITHUS_BTN1: "Неприємно"
 DECDEMANDUNLAWFULTERRITORYWITHUS_BTN2: "Неприємно"
 DECDEMANDUNLAWFULTERRITORYWITHUS_BTN3: "Перейти"
 DECDEMANDUNLAWFULTERRITORYWITHUS_MAP: ""
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_TITLE: "Відмова повертати незаконні території"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_SETUP: "Держава відмовляється повертати незаконно захоплену провінцію"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_HEADER: "Вісник держави"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_1: "$RECIPIENT$"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_2: "повідомляє, що вони"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_3: "відмовилися повернути незаконно захоплену провінцію $PROVINCE$"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_4: "на вимогу імператора Священної Римської Імперії, правителеві держави"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_5: "$ACTOR$"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_6: "Наслідки не змусять на себе чекати..."
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_LOG: "Держава $RECIPIENT$ відмовилася повернути незаконно захоплену провінцію $PROVINCE$ державі $ACTOR$."
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_BTN1: "Гаразд"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_BTN2: "Гаразд"
 DECDEMANDUNLAWFULTERRITORYWITHOTHER_BTN3: "Перейти"
 PROVMODEXP_TITLE: "Модифікатор втрачає силу"
 PROVMODEXP_SETUP: "В одній з наших провінцій минає термін дії тимчасового модифікатора"
 PROVMODEXP_HEADER: "Модифікатор втрачає силу"
 PROVMODEXP_1: "У провінції"
 PROVMODEXP_2: "$PROV$"
 PROVMODEXP_3: "минув термін дії модифікатора"
 PROVMODEXP_4: "$MOD$"
 PROVMODEXP_5: "$DESC$"
 PROVMODEXP_6: ""
 PROVMODEXP_LOG: "Минув термін дії модифікатора '$MOD$' у провінції $PROV$."
 PROVMODEXP_BTN1: "Гаразд"
 PROVMODEXP_BTN2: "Гаразд"
 PROVMODEXP_BTN3: "Перейти"
 PROVMODEXP_MAP: ""
 COUNTRYMODEXP_TITLE: "Модифікатор втрачає силу"
 COUNTRYMODEXP_SETUP: "У нашій державі минає термін дії тимчасового модифікатора"
 COUNTRYMODEXP_HEADER: "Модифікатор втрачає силу"
 COUNTRYMODEXP_1: "Минув термін дії модифікатора"
 COUNTRYMODEXP_2: "$MOD$"
 COUNTRYMODEXP_3: "у державі"
 COUNTRYMODEXP_4: "$COUNTRY$"
 COUNTRYMODEXP_5: "$DESC$"
 COUNTRYMODEXP_6: ""
 COUNTRYMODEXP_LOG: "Минув термін дії модифікатора '$MOD$' у державі $COUNTRY$."
 COUNTRYMODEXP_BTN1: "Гаразд"
 COUNTRYMODEXP_BTN2: "Гаразд"
 COUNTRYMODEXP_BTN3: "Перейти"
 COUNTRYMODEXP_MAP: ""
 EXCOMONUS_TITLE: "Відлучення правителя"
 EXCOMONUS_SETUP: "Нашого правителя відлучено від церкви"
 EXCOMONUS_HEADER: "Вісник держави"
 EXCOMONUS_1: "$ACTOR$"
 EXCOMONUS_2: "повідомляє, що вони добилися нашого"
 EXCOMONUS_3: "відлучення від церкви!"
 EXCOMONUS_4: ""
 EXCOMONUS_5: ""
 EXCOMONUS_6: "Католицькі країни тепер можуть оголосити нам війну без звичайної втрати стабільності."
 EXCOMONUS_LOG: "Папа під впливом держави $ACTOR$ відлучив від церкви нашого правителя."
 EXCOMONUS_BTN1: "Неприємно"
 EXCOMONUS_BTN2: "Неприємно"
 EXCOMONUS_BTN3: "Перейти"
 EXCOMONUS_MAP: ""
 EXCOMONOTHER_TITLE: "Відлучення правителя"
 EXCOMONOTHER_SETUP: "Держава переконує Папу відлучити від церкви правителя іншої держави"
 EXCOMONOTHER_HEADER: "Вісник держави"
 EXCOMONOTHER_1: "$ACTOR$"
 EXCOMONOTHER_2: "повідомляє, що вони переконали Папу"
 EXCOMONOTHER_3: "відлучити від церкви"
 EXCOMONOTHER_4: "правителя держави"
 EXCOMONOTHER_5: "$RECIPIENT$."
 EXCOMONOTHER_6: ""
 EXCOMONOTHER_LOG: "Папа під впливом держави $ACTOR$ відлучив від церкви правителя держави $RECIPIENT$."
 EXCOMONOTHER_BTN1: "Гаразд"
 EXCOMONOTHER_BTN2: "Гаразд"
 EXCOMONOTHER_BTN3: "Перейти"
 EXCOMONOTHER_MAP: ""
 NEWPOPE_TITLE: "Новий Папа"
 NEWPOPE_SETUP: "Обирається новий Папа Римський"
 NEWPOPE_HEADER: "Наш канцлер повідомляє:"
 NEWPOPE_1: "Обрано нового Папу!"
 NEWPOPE_2: "Правителю, конклав кардиналів обрав нового Папу Римського. Ним став"
 NEWPOPE_3: "$POPE$."
 NEWPOPE_4: ""
 NEWPOPE_5: ""
 NEWPOPE_6: ""
 NEWPOPE_LOG: "Конклав кардиналів обрав нового Папу Римського, яким став $POPE$."
 NEWPOPE_BTN1: "Гаразд"
 NEWPOPE_BTN2: "Гаразд"
 NEWPOPE_BTN3: "Перейти"
 NEWPOPE_MAP: ""
 CURIACONTROLPAP: "Папа Римський тримає відповідь тільки перед Господом."
 CURIACONTROLTAG: "Чорний день для церкви."
 CURIACONTROLLEROTHER_TITLE: "Папський контролер"
 CURIACONTROLLEROTHER_SETUP: "Інша держава починає контролювати Папу"
 CURIACONTROLLEROTHER_HEADER: "Новини Святого престолу:"
 CURIACONTROLLEROTHER_1: "Вибрано нового Папу!"
 CURIACONTROLLEROTHER_2: "$POPE$ був вибраний папським конклавом." 
 CURIACONTROLLEROTHER_3: "Держава §Y$CONTROLLER$§W"
 CURIACONTROLLEROTHER_4: "змогла заручитися підтримкою достатнього числа кардиналів і отримати"
 CURIACONTROLLEROTHER_5: "контроль над Папою"
 CURIACONTROLLEROTHER_6: "$COMMENT$"
 CURIACONTROLLEROTHER_LOG: "Держава $CONTROLLER$ стала контролювати Папу."
 CURIACONTROLLEROTHER_BTN1: "Гаразд"
 CURIACONTROLLEROTHER_BTN2: "Гаразд"
 CURIACONTROLLEROTHER_BTN3: "Перейти"
 CURIACONTROLLEROTHER_MAP: ""
 USURPEROTHER_TITLE: "Претендент займає трон"
 USURPEROTHER_SETUP: "Претендент на престол захоплює трон іншої держави"
 USURPEROTHER_HEADER: "Вісник держави"
 USURPEROTHER_1: "$COUNTRY$"
 USURPEROTHER_2: " повідомляє, що претендент"
 USURPEROTHER_3: "§Y$USURPER$§W"
 USURPEROTHER_4: "захопив їхній трон і став новим правителем"
 USURPEROTHER_5: ""
 USURPEROTHER_6: ""
 USURPEROTHER_LOG: "Претендент $USURPER$ захопив трон держави $COUNTRY$."
 USURPEROTHER_BTN1: "Гаразд"
 USURPEROTHER_BTN2: "Гаразд"
 USURPEROTHER_BTN3: "Перейти"
 USURPEROTHER_MAP: ""
 WELOSECLAIM_TITLE: "Втрата претензій на трон"
 WELOSECLAIM_SETUP: "Ми втрачаємо права на трон іншої держави"
 WELOSECLAIM_HEADER: "$MONARCHTITLE$"
 WELOSECLAIM_1: "Втрачено від претензій!"
 WELOSECLAIM_2: "Ми змушені відмовитися"
